Orthogroup	homSap.longCDS.prots	ailMel.longCDS.prots
OG0004998	ENST00000614049.4	rna-XM_019804880.2
OG0004999	ENST00000291182.8	rna-XM_034672731.1
OG0005000	ENST00000337433.9	rna-XM_002929693.4
OG0005001	ENST00000601181.5	rna-XM_034638055.1
OG0005002	ENST00000244289.8	rna-XM_034638052.1
OG0005003	ENST00000251268.10	rna-XM_011230715.3
OG0005004	ENST00000301204.7	rna-XM_034638149.1
OG0005005	ENST00000341747.7	rna-XM_034638145.1
OG0005006	ENST00000262890.7	rna-XM_002923943.4
OG0005007	ENST00000572681.6	rna-XM_034639008.1
OG0005008	ENST00000222329.8	rna-XM_034638502.1
OG0005009	ENST00000301215.7	rna-XM_011230708.3
OG0005010	ENST00000560804.6	rna-XM_034638853.1
OG0005011	ENST00000222339.7	rna-XM_019804557.2
OG0005012	ENST00000222008.10	rna-XM_034638654.1
OG0005013	ENST00000597630.2	rna-XM_011230696.3
OG0005014	ENST00000599846.5	rna-XM_034639459.1
OG0005015	ENST00000597454.1	rna-XM_002923937.4
OG0005016	ENST00000596827.5	rna-XM_034638670.1
OG0005017	ENST00000609812.5	rna-XM_019804578.2
OG0005018	ENST00000618265.4	rna-XM_002923953.4
OG0005019	ENST00000602198.5	rna-XM_019804548.2
OG0005020	ENST00000244333.3	rna-XM_002923951.4
OG0005021	ENST00000292140.9	rna-XM_034639432.1
OG0005022	ENST00000600651.5	rna-XM_034639438.1
OG0005023	ENST00000612042.4	rna-XM_034638949.1
OG0005024	ENST00000422989.5	rna-XM_034639690.1
OG0005025	ENST00000391965.6	rna-XM_034639691.1
OG0005026	ENST00000222374.2	rna-XM_002923948.4
OG0005027	ENST00000340093.7	rna-XM_002923928.4
OG0005028	ENST00000244314.5	rna-XM_019804576.2
OG0005029	ENST00000270066.10	rna-XM_034672466.1
OG0005030	ENST00000262888.7	rna-XM_034672467.1
OG0005031	ENST00000377950.7	rna-XM_034638837.1
OG0005032	ENST00000378187.2	rna-XM_034639689.1
OG0005033	ENST00000417807.7	rna-XM_034639686.1
OG0005034	ENST00000321702.2	rna-XM_002923680.4
OG0005035	ENST00000221233.8	rna-XM_002923682.4
OG0005036	ENST00000604123.5	rna-XM_034638199.1
OG0005037	ENST00000243578.7	rna-XM_011230403.3
OG0005038	ENST00000221930.5	rna-XM_034672323.1
OG0005039	ENST00000269967.3	rna-XM_034672325.1
OG0005040	ENST00000392006.7	rna-XM_019804272.2
OG0005041	ENST00000301178.8	rna-XM_002923685.4
OG0005042	ENST00000310054.8	rna-XM_034672321.1
OG0005043	ENST00000331105.6	rna-XM_002923690.4
OG0005044	ENST00000378313.6	rna-XM_019804283.2
OG0005045	ENST00000324464.7	rna-XM_034638210.1
OG0005046	ENST00000252891.8	rna-XM_034638458.1
OG0005047	ENST00000308370.11	rna-XM_034638196.1
OG0005048	ENST00000291842.9	rna-XM_019804294.2
OG0005049	ENST00000263368.8	rna-XM_002923698.4
OG0005050	ENST00000392028.8	rna-XM_002923699.4
OG0005051	ENST00000357949.4	rna-XM_002923700.4
OG0005052	ENST00000324001.7	rna-XM_034638065.1
OG0005053	ENST00000291823.2	rna-XM_002923701.4
OG0005054	ENST00000409419.5	rna-XM_019804301.2
OG0005055	ENST00000582783.5	rna-XM_011230421.3
OG0005056	ENST00000311308.6	rna-XM_011230440.3
OG0005057	ENST00000253055.7	rna-XM_034638137.1
OG0005058	ENST00000157812.6	rna-XM_002923705.4
OG0005059	ENST00000616721.4	rna-XM_034638625.1
OG0005060	ENST00000390658.3	rna-XM_034638696.1
OG0005061	ENST00000205143.4	rna-XM_034639458.1
OG0005062	ENST00000314349.8	rna-XM_034639457.1
OG0005063	ENST00000599117.5	rna-XM_002927380.4
OG0005064	ENST00000425673.5	rna-XM_019808066.2
OG0005065	ENST00000594442.1	rna-XM_002927382.4
OG0005066	ENST00000315588.9	rna-XM_002927383.4
OG0005067	ENST00000221265.7	rna-XM_002927384.4
OG0005068	ENST00000314471.10	rna-XM_002927385.4
OG0005069	ENST00000597595.5	rna-XM_011234941.3
OG0005070	ENST00000248668.4	rna-XM_034672389.1
OG0005072	ENST00000339852.4	rna-XM_011234956.3
OG0005073	ENST00000331256.9	rna-XM_019808084.2
OG0005074	ENST00000292852.8	rna-XM_034638933.1
OG0005075	ENST00000308018.8	rna-XM_002927390.4
OG0005076	ENST00000571838.1	rna-XM_034638931.1
OG0005077	ENST00000313582.5	rna-XM_002927391.4
OG0005078	ENST00000249396.11	rna-XM_002927392.4
OG0005079	ENST00000591812.1	rna-XM_019808062.2
OG0005080	ENST00000221418.8	rna-XM_034638630.1
OG0005081	ENST00000307751.8	rna-XM_011233113.3
OG0005082	ENST00000328867.8	rna-XM_034639205.1
OG0005083	ENST00000591517.5	rna-XM_034639427.1
OG0005084	ENST00000589358.5	rna-XM_011233116.3
OG0005085	ENST00000252530.9	rna-XM_034672821.1
OG0005086	ENST00000587013.5	rna-XM_034637980.1
OG0005087	ENST00000409235.7	rna-XM_034672458.1
OG0005088	ENST00000263372.4	rna-XM_034637871.1
OG0005089	ENST00000339413.10	rna-XM_034638697.1
OG0005090	ENST00000301242.8	rna-XM_034638789.1
OG0005091	ENST00000355526.8	rna-XM_034638745.1
OG0005092	ENST00000222345.10	rna-XM_034638669.1
OG0005093	ENST00000436120.6	rna-XM_011217905.3
OG0005094	ENST00000392149.6	rna-XM_034638277.1
OG0005095	ENST00000586475.5	rna-XM_019793541.2
OG0005096	ENST00000589046.1	rna-XM_034638386.1
OG0005097	ENST00000356725.8	rna-XM_011217600.3
OG0005098	ENST00000351218.6	rna-XM_034638365.1
OG0005099	ENST00000587143.5	rna-XM_019793323.2
OG0005100	ENST00000520965.5	rna-XM_034638391.1
OG0005101	ENST00000333987.11	rna-XM_019793251.2
OG0005102	ENST00000523638.5	rna-XM_034638404.1
OG0005103	ENST00000292928.6	rna-XM_019801436.2
OG0005104	ENST00000588268.5	rna-XM_011227147.3
OG0005105	ENST00000536254.6	rna-XM_034638289.1
OG0005106	ENST00000355114.9	rna-XM_034638374.1
OG0005107	ENST00000292907.7	rna-XM_002920932.4
OG0005108	ENST00000221859.8	rna-XM_002920921.4
OG0005109	ENST00000401500.6	rna-XM_019801406.2
OG0005110	ENST00000292894.1	rna-XM_034638424.1
OG0005111	ENST00000360535.8	rna-XM_034638335.1
OG0005112	ENST00000378875.7	rna-XM_034638418.1
OG0005113	ENST00000324444.7	rna-XM_011227111.3
OG0005114	ENST00000378887.3	rna-XM_011227108.3
OG0005115	ENST00000588831.5	rna-XM_002920905.4
OG0005116	ENST00000585901.6	rna-XM_002920925.4
OG0005117	ENST00000246551.8	rna-XM_011227104.3
OG0005118	ENST00000606253.5	rna-XM_011227101.3
OG0005119	ENST00000221891.8	rna-XM_034638283.1
OG0005120	ENST00000360202.9	rna-XM_011227098.3
OG0005121	ENST00000378910.9	rna-XM_034638253.1
OG0005122	ENST00000301175.7	rna-XM_002920912.4
OG0005123	ENST00000314737.9	rna-XM_034638256.1
OG0005124	ENST00000396908.8	rna-XM_034638260.1
OG0005125	ENST00000004982.5	rna-XM_034638443.1
OG0005126	ENST00000301159.13	rna-XM_002920915.4
OG0005127	ENST00000587708.6	rna-XM_002920874.4
OG0005128	ENST00000246532.5	rna-XM_034638442.1
OG0005129	ENST00000420124.2	rna-XM_034638250.1
OG0005130	ENST00000392197.6	rna-XM_034638380.1
OG0005131	ENST00000616789.4	rna-XM_034638405.1
OG0005132	ENST00000246554.7	rna-XM_002920875.4
OG0005133	ENST00000262633.8	rna-XM_002920909.4
OG0005134	ENST00000203166.9	rna-XM_034638300.1
OG0005135	ENST00000222286.8	rna-XM_019801456.2
OG0005136	ENST00000452271.6	rna-XM_019801439.2
OG0005137	ENST00000338897.3	rna-XM_002920922.4
OG0005138	ENST00000246553.3	rna-XM_002920888.2
OG0005139	ENST00000085219.9	rna-XM_002920903.4
OG0005140	ENST00000598398.5	rna-XM_002920879.4
OG0005141	ENST00000594064.5	rna-XM_034638413.1
OG0005142	ENST00000621372.4	rna-XM_034638317.1
OG0005143	ENST00000324675.3	rna-XM_002920923.3
OG0005144	ENST00000543307.5	rna-XM_034638430.1
OG0005145	ENST00000588265.1	rna-XM_034638437.1
OG0005146	ENST00000310123.7	rna-XM_034638342.1
OG0005147	ENST00000262626.6	rna-XM_034638441.1
OG0005148	ENST00000415950.4	rna-XM_011227058.3
OG0005149	ENST00000599564.5	rna-XM_034638263.1
OG0005150	ENST00000404801.1	rna-XM_002920914.4
OG0005151	ENST00000329285.12	rna-XM_002920906.4
OG0005152	ENST00000590071.6	rna-XM_034638599.1
OG0005153	ENST00000246548.8	rna-XM_002925186.4
OG0005154	ENST00000299505.6	rna-XM_034639329.1
OG0005155	ENST00000544216.7	rna-XM_002925190.4
OG0005156	ENST00000589786.5	rna-XM_034638539.1
OG0005157	ENST00000434302.5	rna-XM_034639200.1
OG0005158	ENST00000284000.8	rna-XM_019792783.2
OG0005159	ENST00000170564.6	rna-XM_002929731.3
OG0005160	ENST00000254260.7	rna-XM_002929730.4
OG0005161	ENST00000588258.5	rna-XM_034639351.1
OG0005162	ENST00000305768.9	rna-XM_019810438.2
OG0005163	ENST00000590341.5	rna-XM_034672537.1
OG0005164	ENST00000444215.6	rna-XM_034672543.1
OG0005165	ENST00000397061.3	rna-XM_011220815.3
OG0005166	ENST00000306065.8	rna-XM_002916070.4
OG0005167	ENST00000419343.7	rna-XM_002916063.4
OG0005168	ENST00000392250.6	rna-XM_034639608.1
OG0005169	ENST00000544431.5	rna-XM_034672658.1
OG0005170	ENST00000240587.4	rna-XM_019796239.2
OG0005171	ENST00000262643.7	rna-XM_034638106.1
OG0005172	ENST00000303383.7	rna-XM_002913393.4
OG0005173	ENST00000299138.11	rna-XM_011229891.3
OG0005174	ENST00000219097.6	rna-XM_034672749.1
OG0005175	ENST00000394809.8	rna-XM_034672748.1
OG0005176	ENST00000317089.9	rna-XM_011237135.3
OG0005177	ENST00000562435.5	rna-XM_034638524.1
OG0005178	ENST00000299167.12	rna-XM_034639023.1
OG0005179	ENST00000356608.6	rna-XM_034638965.1
OG0005180	ENST00000285737.8	rna-XM_034638963.1
OG0005181	ENST00000262384.3	rna-XM_019809234.2
OG0005182	ENST00000299191.3	rna-XM_019794111.2
OG0005183	ENST00000458059.7	rna-XM_002914217.4
OG0005184	ENST00000436909.7	rna-XM_034639024.1
OG0005185	ENST00000394689.2	rna-XM_011218422.3
OG0005186	ENST00000268459.5	rna-XM_034637811.1
OG0005187	ENST00000330943.8	rna-XM_019794107.2
OG0005188	ENST00000311559.13	rna-XM_011218425.3
OG0005189	ENST00000251020.8	rna-XM_034638656.1
OG0005190	ENST00000219746.13	rna-XM_034638651.1
OG0005191	ENST00000262133.10	rna-XM_019808744.2
OG0005192	ENST00000637969.1	rna-XM_034638936.1
OG0005193	ENST00000329734.3	rna-XM_034638922.1
OG0005194	ENST00000394636.8	rna-XM_034639225.1
OG0005195	ENST00000290552.7	rna-XM_019797025.2
OG0005196	ENST00000219070.8	rna-XM_034638693.1
OG0005197	ENST00000262134.9	rna-XM_002912240.4
OG0005198	ENST00000457326.2	rna-XM_034638694.1
OG0005199	ENST00000360526.7	rna-XM_002912243.4
OG0005200	ENST00000521992.5	rna-XM_034638564.1
OG0005201	ENST00000290649.9	rna-XM_034638457.1
OG0005202	ENST00000300291.9	rna-XM_011232883.3
OG0005203	ENST00000566157.5	rna-XM_002912247.4
OG0005204	ENST00000245157.9	rna-XM_019804007.2
OG0005205	ENST00000569842.5	rna-XM_019806078.2
OG0005206	ENST00000439977.6	rna-XM_002912285.4
OG0005207	ENST00000262510.10	rna-XM_034639300.1
OG0005208	ENST00000290776.12	rna-XM_002912257.4
OG0005209	ENST00000309137.12	rna-XM_011219291.3
OG0005210	ENST00000219235.4	rna-XM_034672308.1
OG0005211	ENST00000563383.1	rna-XM_034638661.1
OG0005212	ENST00000219244.8	rna-XM_002912263.4
OG0005213	ENST00000262507.10	rna-XM_002912265.4
OG0005214	ENST00000566936.5	rna-XM_034639580.1
OG0005215	ENST00000349457.7	rna-XM_011220363.3
OG0005216	ENST00000568909.5	rna-XM_019795299.2
OG0005217	ENST00000333493.8	rna-XM_011220467.3
OG0005218	ENST00000360716.7	rna-XM_019798344.2
OG0005219	ENST00000379661.7	rna-XM_034672781.1
OG0005220	ENST00000541240.5	rna-XM_034672776.1
OG0005221	ENST00000290871.9	rna-XM_034638969.1
OG0005222	ENST00000299237.2	rna-XM_034639028.1
OG0005223	ENST00000219281.7	rna-XM_019795814.2
OG0005224	ENST00000219271.3	rna-XM_034638245.1
OG0005225	ENST00000219299.8	rna-XM_002912295.4
OG0005226	ENST00000567164.5	rna-XM_011221490.3
OG0005227	ENST00000426538.6	rna-XM_034638540.1
OG0005228	ENST00000219315.8	rna-XM_034638794.1
OG0005229	ENST00000317147.9	rna-XM_011221801.3
OG0005230	ENST00000570101.5	rna-XM_002912278.4
OG0005231	ENST00000341529.7	rna-XM_002918397.4
OG0005232	ENST00000536005.6	rna-XM_034638777.1
OG0005233	ENST00000616804.5, ENST00000264001.8	rna-XM_011223880.3
OG0005234	ENST00000379500.6	rna-XM_019798833.2
OG0005235	ENST00000268595.2	rna-XM_034639031.1
OG0005236	ENST00000424011.6	rna-XM_034639032.1
OG0005237	ENST00000330687.8	rna-XM_034672436.1
OG0005238	ENST00000258198.6	rna-XM_034672848.1
OG0005239	ENST00000558713.6	rna-XM_002918441.4
OG0005240	ENST00000359087.8	rna-XM_002918399.4
OG0005241	ENST00000338437.6	rna-XM_034638792.1
OG0005242	ENST00000311765.3	rna-XM_034638044.1
OG0005243	ENST00000299752.8	rna-XM_034639399.1
OG0005244	ENST00000420652.5	rna-XM_019798822.2
OG0005245	ENST00000422424.6	rna-XM_002918402.4
OG0005246	ENST00000317091.8	rna-XM_002918403.4
OG0005247	ENST00000540947.6, ENST00000303334.8	rna-XM_002918404.4
OG0005248	ENST00000412916.6	rna-XM_034672824.1
OG0005249	ENST00000569600.5	rna-XM_002918405.4
OG0005250	ENST00000449549.3	rna-XM_034638181.1
OG0005251	ENST00000345057.8	rna-XM_019798841.2
OG0005252	ENST00000521374.5	rna-XM_011223905.3
OG0005253	ENST00000564053.5	rna-XM_002918445.4
OG0005254	ENST00000290881.11	rna-XM_034638187.1
OG0005255	ENST00000314586.10	rna-XM_011223911.3
OG0005256	ENST00000379378.7	rna-XM_019798814.2
OG0005257	ENST00000393997.6	rna-XM_011223925.3
OG0005258	ENST00000304800.13	rna-XM_011223917.3
OG0005259	ENST00000299798.15	rna-XM_002918414.4
OG0005260	ENST00000360461.9	rna-XM_034672449.1
OG0005261	ENST00000304372.5	rna-XM_019798855.2
OG0005262	ENST00000329956.10	rna-XM_034672455.1
OG0005263	ENST00000393957.6	rna-XM_002918415.4
OG0005264	ENST00000348579.6	rna-XM_019798865.2
OG0005265	ENST00000290953.2	rna-XM_002918417.4
OG0005266	ENST00000422602.8	rna-XM_019798871.2
OG0005267	ENST00000264010.8	rna-XM_034638231.1
OG0005268	ENST00000334583.10	rna-XM_034638223.1
OG0005269	ENST00000620338.4	rna-XM_034638236.1
OG0005270	ENST00000219255.3	rna-XM_002918420.4
OG0005271	ENST00000243878.8	rna-XM_002918421.4
OG0005272	ENST00000403458.8	rna-XM_011223937.3
OG0005273	ENST00000268797.11	rna-XM_034638238.1
OG0005274	ENST00000561639.5	rna-XM_002918454.4
OG0005275	ENST00000562787.5	rna-XM_019798824.2
OG0005276	ENST00000303596.2	rna-XM_034638610.1
OG0005277	ENST00000219169.8	rna-XM_034672517.1
OG0005278	ENST00000358933.9	rna-XM_011223952.3
OG0005279	ENST00000291041.5	rna-XM_002918431.3
OG0005280	ENST00000264005.9	rna-XM_011223955.3
OG0005281	ENST00000332395.6	rna-XM_002931333.4
OG0005282	ENST00000346183.7	rna-XM_034638490.1
OG0005283	ENST00000219345.9	rna-XM_002923213.4
OG0005284	ENST00000263997.10	rna-XM_002923211.4
OG0005285	ENST00000339507.9	rna-XM_002923210.4
OG0005286	ENST00000219334.9	rna-XM_002923209.4
OG0005287	ENST00000570495.5	rna-XM_034672510.1
OG0005288	ENST00000264012.8	rna-XM_019803773.2
OG0005289	ENST00000611625.4	rna-XM_002923207.4
OG0005290	ENST00000261778.1	rna-XM_034638550.1
OG0005291	ENST00000562237.5	rna-XM_002923204.4
OG0005292	ENST00000336278.8	rna-XM_034639036.1
OG0005293	ENST00000288022.1	rna-XM_002923218.4
OG0005294	ENST00000254940.9	rna-XM_034638735.1
OG0005295	ENST00000254942.7	rna-XM_011229867.3
OG0005296	ENST00000320623.9	rna-XM_011230360.3
OG0005297	ENST00000268802.9	rna-XM_002923651.4
OG0005298	ENST00000359154.6	rna-XM_002923650.4
OG0005299	ENST00000537465.5	rna-XM_019804180.2
OG0005300	ENST00000268483.7	rna-XM_002923601.4
OG0005301	ENST00000219240.8	rna-XM_019801523.2
OG0005302	ENST00000620267.1	rna-XM_034639037.1
OG0005303	ENST00000535424.5	rna-XM_034639038.1
OG0005304	ENST00000425432.5	rna-XM_011227189.3
OG0005305	ENST00000427980.6	rna-XM_011227192.3
OG0005306	ENST00000567016.1	rna-XM_002920951.4
OG0005307	ENST00000355962.4	rna-XM_019801514.2
OG0005308	ENST00000338482.5	rna-XM_002920935.4
OG0005309	ENST00000393539.6	rna-XM_019801501.2
OG0005310	ENST00000302628.8	rna-XM_002920946.4
OG0005311	ENST00000338099.9	rna-XM_002920945.4
OG0005312	ENST00000261776.9	rna-XM_019801491.2
OG0005313	ENST00000338779.10	rna-XM_034639039.1
OG0005314	ENST00000429149.6	rna-XM_002920957.4
OG0005315	ENST00000302516.9	rna-XM_002920943.4
OG0005316	ENST00000323786.9	rna-XM_002920942.4
OG0005317	ENST00000378912.6	rna-XM_034638878.1
OG0005318	ENST00000393640.8	rna-XM_034638889.1
OG0005319	ENST00000261772.12	rna-XM_002930825.4
OG0005320	ENST00000205061.9	rna-XM_034638920.1
OG0005321	ENST00000361070.8	rna-XM_034672914.1
OG0005322	ENST00000219368.7	rna-XM_034672904.1
OG0005323	ENST00000262144.10	rna-XM_019807879.2
OG0005324	ENST00000320619.10	rna-XM_034672635.1
OG0005325	ENST00000300051.8	rna-XM_034672630.1
OG0005326	ENST00000570010.5	rna-XM_011234684.3
OG0005327	ENST00000418647.7	rna-XM_034672682.1
OG0005328	ENST00000283882.3	rna-XM_002927717.4
OG0005329	ENST00000332272.8, ENST00000336257.7	rna-XM_019808461.2
OG0005330	ENST00000307921.7	rna-XM_034639228.1
OG0005331	ENST00000319410.9	rna-XM_011235395.3
OG0005332	ENST00000300086.4	rna-XM_011235396.3
OG0005333	ENST00000268533.9	rna-XM_011226915.3
OG0005334	ENST00000302536.2	rna-XM_002920764.4
OG0005335	ENST00000299642.8	rna-XM_002920763.4
OG0005336	ENST00000566780.5	rna-XM_034637803.1
OG0005337	ENST00000343629.10	rna-XM_034637796.1
OG0005338	ENST00000296849.9	rna-XM_034637802.1
OG0005339	ENST00000562982.5	rna-XM_002929784.4
OG0005340	ENST00000562812.5	rna-XM_034639042.1
OG0005341	ENST00000393335.7	rna-XM_034639419.1
OG0005342	ENST00000299578.9	rna-XM_002917716.4
OG0005343	ENST00000525539.5	rna-XM_002917723.4
OG0005344	ENST00000258168.6	rna-XM_019798044.2
OG0005345	ENST00000568107.2	rna-XM_034639567.1
OG0005346	ENST00000537098.7	rna-XM_034639430.1
OG0005347	ENST00000564138.5	rna-XM_034639448.1
OG0005348	ENST00000328945.6	rna-XM_034638514.1
OG0005349	ENST00000199936.8	rna-XM_002917727.4
OG0005350	ENST00000258169.8	rna-XM_002917720.4
OG0005351	ENST00000268613.14	rna-XM_034672816.1
OG0005352	ENST00000343939.6	rna-XM_034638604.1
OG0005353	ENST00000299709.7	rna-XM_011232165.2
OG0005354	ENST00000343411.7	rna-XM_011232164.3
OG0005355	ENST00000219439.8	rna-XM_034639574.1
OG0005356	ENST00000378553.9	rna-XM_019805826.2
OG0005357	ENST00000567759.5	rna-XM_034672890.1
OG0005358	ENST00000268624.7	rna-XM_019805820.2
OG0005359	ENST00000219454.9	rna-XM_034672910.1
OG0005360	ENST00000262428.4	rna-XM_002913389.4
OG0005361	ENST00000564996.5	rna-XM_034672500.1
OG0005362	ENST00000570191.5	rna-XM_034639622.1
OG0005363	ENST00000262424.9	rna-XM_002913409.4
OG0005364	ENST00000344861.9	rna-XM_034639678.1
OG0005365	ENST00000258180.7	rna-XM_011229772.3
OG0005366	ENST00000539556.5	rna-XM_034639699.1
OG0005367	ENST00000253458.11	rna-XM_034639709.1
OG0005368	ENST00000253462.7	rna-XM_002913385.4
OG0005369	ENST00000602719.5	rna-XM_011229740.3
OG0005370	ENST00000253457.7	rna-XM_011229695.3
OG0005371	ENST00000262426.5	rna-XM_002913404.4
OG0005372	ENST00000360900.10	rna-XM_019803678.2
OG0005373	ENST00000320354.5	rna-XM_034639325.1
OG0005374	ENST00000320241.4	rna-XM_002913382.4
OG0005375	ENST00000311635.11	rna-XM_019803632.2
OG0005376	ENST00000268616.8	rna-XM_034672507.1
OG0005377	ENST00000261622.4	rna-XM_034639045.1
OG0005378	ENST00000286122.11	rna-XM_011229551.3
OG0005379	ENST00000565624.1	rna-XM_034672518.1
OG0005380	ENST00000452588.6	rna-XM_019803524.2
OG0005381	ENST00000244241.4	rna-XM_034672532.1
OG0005382	ENST00000567174.5	rna-XM_034672533.1
OG0005383	ENST00000301012.7	rna-XM_002913374.4
OG0005384	ENST00000312838.8	rna-XM_034639047.1
OG0005385	ENST00000567949.5	rna-XM_002913395.4
OG0005386	ENST00000268695.9	rna-XM_034672618.1
OG0005387	ENST00000565504.5	rna-XM_002929849.4
OG0005388	ENST00000317447.8	rna-XM_019793605.2
OG0005389	ENST00000289746.2	rna-XM_034639051.1
OG0005390	ENST00000378330.6	rna-XM_034672669.1
OG0005391	ENST00000268704.6	rna-XM_034639052.1
OG0005392	ENST00000421184.5	rna-XM_034672693.1
OG0005393	ENST00000397901.7	rna-XM_034672699.1
OG0005394	ENST00000566204.1	rna-XM_034672700.1
OG0005395	ENST00000353379.11	rna-XM_002926797.4
OG0005396	ENST00000289805.9	rna-XM_002926798.4
OG0005397	ENST00000389386.7	rna-XM_034672688.1
OG0005398	ENST00000443381.6	rna-XM_011234279.3
OG0005399	ENST00000389301.7	rna-XM_034672701.1
OG0005400	ENST00000378247.7	rna-XM_011234280.3
OG0005401	ENST00000640279.1	rna-XM_034672732.1
OG0005402	ENST00000268676.11	rna-XM_011234283.3
OG0005403	ENST00000568838.1	rna-XM_034672744.1
OG0005404	ENST00000268699.8	rna-XM_011234293.2
OG0005405	ENST00000537107.5	rna-XM_011231254.3
OG0005406	ENST00000637096.1	rna-XM_034653198.1, rna-XM_034649140.1
OG0005407	ENST00000623927.1, ENST00000247005.7	rna-XM_034652097.1
OG0005408	ENST00000541991.5	rna-XM_034651131.1
OG0005409	ENST00000408896.3	rna-XM_019793342.2
OG0005410	ENST00000618542.4	rna-XM_034650553.1
OG0005413	ENST00000528368.2	rna-XM_011216980.3
OG0005414	ENST00000351870.7	rna-XM_002931369.3
OG0005415	ENST00000358812.8	rna-XM_034650409.1, rna-XM_002929380.4
OG0005416	ENST00000215754.7	rna-XM_034651217.1, rna-XM_034642763.1
OG0005418	ENST00000326153.9_PAR_Y, ENST00000326153.9	rna-XM_034648842.1
OG0005419	ENST00000331035.9, ENST00000331035.9_PAR_Y	rna-XM_011226973.3
OG0005420	ENST00000419513.6	rna-XM_034649551.1, rna-XM_034649236.1
OG0005421	ENST00000381163.7	rna-XM_034649291.1
OG0005422	ENST00000217939.6	rna-XM_034649143.1
OG0005423	ENST00000424830.6	rna-XM_034649454.1
OG0005424	ENST00000217961.4	rna-XM_034649457.1
OG0005425	ENST00000381042.8	rna-XM_002929623.4
OG0005426	ENST00000262109.7	rna-XM_002928932.4
OG0005427	ENST00000427263.6	rna-XM_034649253.1
OG0005428	ENST00000382824.5	rna-XM_002928929.4
OG0005429	ENST00000467482.5	rna-XM_034649300.1
OG0005430	ENST00000380913.7	rna-XM_034649886.1
OG0005431	ENST00000321143.8	rna-XM_002915065.4
OG0005432	ENST00000337414.8	rna-XM_019795050.2
OG0005433	ENST00000312196.8	rna-XM_034649185.1
OG0005434	ENST00000380682.5	rna-XM_034649249.1
