Orthogroup	homSap.longCDS.prots	ursAme.longCDS.prots
OG0005006	ENST00000262890.7	transcript_ENSUAMT00000014971
OG0005007	ENST00000572681.6	transcript_ENSUAMT00000014975
OG0005008	ENST00000222329.8	transcript_ENSUAMT00000017088
OG0005009	ENST00000301215.7	transcript_ENSUAMT00000016483
OG0005010	ENST00000560804.6	transcript_ENSUAMT00000016457
OG0005011	ENST00000222339.7	transcript_ENSUAMT00000034671
OG0005012	ENST00000222008.10	transcript_ENSUAMT00000034670
OG0005013	ENST00000597630.2	transcript_ENSUAMT00000007352
OG0005014	ENST00000599846.5	transcript_ENSUAMT00000009279
OG0005015	ENST00000597454.1	transcript_ENSUAMT00000009515
OG0005016	ENST00000596827.5	transcript_ENSUAMT00000009525
OG0005017	ENST00000609812.5	transcript_ENSUAMT00000009529
OG0005018	ENST00000618265.4	transcript_ENSUAMT00000034037
OG0005019	ENST00000602198.5	transcript_ENSUAMT00000014607
OG0005020	ENST00000244333.3	transcript_ENSUAMT00000014610
OG0005021	ENST00000292140.9	transcript_ENSUAMT00000014647
OG0005022	ENST00000600651.5	transcript_ENSUAMT00000014675
OG0005023	ENST00000612042.4	transcript_ENSUAMT00000014691
OG0005024	ENST00000422989.5	transcript_ENSUAMT00000014699
OG0005025	ENST00000391965.6	transcript_ENSUAMT00000014701
OG0005026	ENST00000222374.2	transcript_ENSUAMT00000014716
OG0005027	ENST00000340093.7	transcript_ENSUAMT00000003953
OG0005028	ENST00000244314.5	transcript_ENSUAMT00000003920
OG0005029	ENST00000270066.10	transcript_ENSUAMT00000003908
OG0005030	ENST00000262888.7	transcript_ENSUAMT00000003902
OG0005031	ENST00000377950.7	transcript_ENSUAMT00000003884
OG0005032	ENST00000378187.2	transcript_ENSUAMT00000014011
OG0005033	ENST00000417807.7	transcript_ENSUAMT00000014014
OG0005034	ENST00000321702.2	transcript_ENSUAMT00000014017
OG0005035	ENST00000221233.8	transcript_ENSUAMT00000014022
OG0005036	ENST00000604123.5	transcript_ENSUAMT00000014027
OG0005037	ENST00000243578.7	transcript_ENSUAMT00000014029
OG0005038	ENST00000221930.5	transcript_ENSUAMT00000014033
OG0005039	ENST00000269967.3	transcript_ENSUAMT00000014036
OG0005040	ENST00000392006.7	transcript_ENSUAMT00000014163
OG0005041	ENST00000301178.8	transcript_ENSUAMT00000014821
OG0005042	ENST00000310054.8	transcript_ENSUAMT00000014876
OG0005043	ENST00000331105.6	transcript_ENSUAMT00000019465
OG0005044	ENST00000378313.6	transcript_ENSUAMT00000003722
OG0005045	ENST00000324464.7	transcript_ENSUAMT00000001916
OG0005046	ENST00000252891.8	transcript_ENSUAMT00000016185
OG0005047	ENST00000308370.11	transcript_ENSUAMT00000016646
OG0005048	ENST00000291842.9	transcript_ENSUAMT00000041818
OG0005049	ENST00000263368.8	transcript_ENSUAMT00000041826
OG0005050	ENST00000392028.8	transcript_ENSUAMT00000041827
OG0005051	ENST00000357949.4	transcript_ENSUAMT00000041828
OG0005052	ENST00000324001.7	transcript_ENSUAMT00000041829
OG0005053	ENST00000291823.2	transcript_ENSUAMT00000041830
OG0005054	ENST00000409419.5	transcript_ENSUAMT00000041833
OG0005055	ENST00000582783.5	transcript_ENSUAMT00000041835
OG0005056	ENST00000311308.6	transcript_ENSUAMT00000041837
OG0005057	ENST00000253055.7	transcript_ENSUAMT00000041838
OG0005058	ENST00000157812.6	transcript_ENSUAMT00000002163
OG0005059	ENST00000616721.4	transcript_ENSUAMT00000002156
OG0005060	ENST00000390658.3	transcript_ENSUAMT00000002004
OG0005061	ENST00000205143.4	transcript_ENSUAMT00000001979
OG0005062	ENST00000314349.8	transcript_ENSUAMT00000028735
OG0005063	ENST00000599117.5	transcript_ENSUAMT00000028738
OG0005064	ENST00000425673.5	transcript_ENSUAMT00000028747
OG0005065	ENST00000594442.1	transcript_ENSUAMT00000013826
OG0005066	ENST00000315588.9	transcript_ENSUAMT00000013827
OG0005067	ENST00000221265.7	transcript_ENSUAMT00000013829
OG0005068	ENST00000314471.10	transcript_ENSUAMT00000013830
OG0005069	ENST00000597595.5	transcript_ENSUAMT00000013835
OG0005070	ENST00000248668.4	transcript_ENSUAMT00000013841
OG0005072	ENST00000339852.4	transcript_ENSUAMT00000003161
OG0005073	ENST00000331256.9	transcript_ENSUAMT00000031305
OG0005074	ENST00000292852.8	transcript_ENSUAMT00000016262
OG0005075	ENST00000308018.8	transcript_ENSUAMT00000016259
OG0005076	ENST00000571838.1	transcript_ENSUAMT00000015354
OG0005077	ENST00000313582.5	transcript_ENSUAMT00000015349
OG0005078	ENST00000249396.11	transcript_ENSUAMT00000015341
OG0005079	ENST00000591812.1	transcript_ENSUAMT00000015335
OG0005080	ENST00000221418.8	transcript_ENSUAMT00000006269
OG0005081	ENST00000307751.8	transcript_ENSUAMT00000006265
OG0005082	ENST00000328867.8	transcript_ENSUAMT00000013567
OG0005083	ENST00000591517.5	transcript_ENSUAMT00000005855
OG0005084	ENST00000589358.5	transcript_ENSUAMT00000019856
OG0005085	ENST00000252530.9	transcript_ENSUAMT00000019746
OG0005086	ENST00000587013.5	transcript_ENSUAMT00000019743
OG0005087	ENST00000409235.7	transcript_ENSUAMT00000019725
OG0005088	ENST00000263372.4	transcript_ENSUAMT00000019705
OG0005089	ENST00000339413.10	transcript_ENSUAMT00000019701
OG0005090	ENST00000301242.8	transcript_ENSUAMT00000019693
OG0005091	ENST00000355526.8	transcript_ENSUAMT00000019687
OG0005092	ENST00000222345.10	transcript_ENSUAMT00000019678
OG0005093	ENST00000436120.6	transcript_ENSUAMT00000024514
OG0005094	ENST00000392149.6	transcript_ENSUAMT00000024511
OG0005095	ENST00000586475.5	transcript_ENSUAMT00000024509
OG0005096	ENST00000589046.1	transcript_ENSUAMT00000005160
OG0005097	ENST00000356725.8	transcript_ENSUAMT00000040427
OG0005098	ENST00000351218.6	transcript_ENSUAMT00000040429
OG0005099	ENST00000587143.5	transcript_ENSUAMT00000028926
OG0005100	ENST00000520965.5	transcript_ENSUAMT00000028928
OG0005101	ENST00000333987.11	transcript_ENSUAMT00000028929
OG0005102	ENST00000523638.5	transcript_ENSUAMT00000012171
OG0005103	ENST00000292928.6	transcript_ENSUAMT00000029640
OG0005104	ENST00000588268.5	transcript_ENSUAMT00000029641
OG0005105	ENST00000536254.6	transcript_ENSUAMT00000029645
OG0005106	ENST00000355114.9	transcript_ENSUAMT00000029646
OG0005107	ENST00000292907.7	transcript_ENSUAMT00000029650
OG0005108	ENST00000221859.8	transcript_ENSUAMT00000029654
OG0005109	ENST00000401500.6	transcript_ENSUAMT00000029655
OG0005110	ENST00000292894.1	transcript_ENSUAMT00000029656
OG0005111	ENST00000360535.8	transcript_ENSUAMT00000029657
OG0005112	ENST00000378875.7	transcript_ENSUAMT00000029659
OG0005113	ENST00000324444.7	transcript_ENSUAMT00000029661
OG0005114	ENST00000378887.3	transcript_ENSUAMT00000029662
OG0005115	ENST00000588831.5	transcript_ENSUAMT00000029670
OG0005116	ENST00000585901.6	transcript_ENSUAMT00000029672
OG0005117	ENST00000246551.8	transcript_ENSUAMT00000029673
OG0005118	ENST00000606253.5	transcript_ENSUAMT00000029675
OG0005119	ENST00000221891.8	transcript_ENSUAMT00000029796
OG0005120	ENST00000360202.9	transcript_ENSUAMT00000029802
OG0005121	ENST00000378910.9	transcript_ENSUAMT00000029804
OG0005122	ENST00000301175.7	transcript_ENSUAMT00000029807
OG0005123	ENST00000314737.9	transcript_ENSUAMT00000029827
OG0005124	ENST00000396908.8	transcript_ENSUAMT00000029833
OG0005125	ENST00000004982.5	transcript_ENSUAMT00000029834
OG0005126	ENST00000301159.13	transcript_ENSUAMT00000029835
OG0005127	ENST00000587708.6	transcript_ENSUAMT00000029837
OG0005128	ENST00000246532.5	transcript_ENSUAMT00000029839
OG0005129	ENST00000420124.2	transcript_ENSUAMT00000029851
OG0005130	ENST00000392197.6	transcript_ENSUAMT00000029853
OG0005131	ENST00000616789.4	transcript_ENSUAMT00000029856
OG0005132	ENST00000246554.7	transcript_ENSUAMT00000029858
OG0005133	ENST00000262633.8	transcript_ENSUAMT00000029862
OG0005134	ENST00000203166.9	transcript_ENSUAMT00000029869
OG0005135	ENST00000222286.8	transcript_ENSUAMT00000029891
OG0005136	ENST00000452271.6	transcript_ENSUAMT00000029893
OG0005137	ENST00000338897.3	transcript_ENSUAMT00000029896
OG0005138	ENST00000246553.3	transcript_ENSUAMT00000029902
OG0005139	ENST00000085219.9	transcript_ENSUAMT00000029917
OG0005140	ENST00000598398.5	transcript_ENSUAMT00000021783
OG0005141	ENST00000594064.5	transcript_ENSUAMT00000021787
OG0005142	ENST00000621372.4	transcript_ENSUAMT00000006051
OG0005143	ENST00000324675.3	transcript_ENSUAMT00000006059
OG0005144	ENST00000543307.5	transcript_ENSUAMT00000006061
OG0005145	ENST00000588265.1	transcript_ENSUAMT00000006062
OG0005146	ENST00000310123.7	transcript_ENSUAMT00000006069
OG0005147	ENST00000262626.6	transcript_ENSUAMT00000006075
OG0005148	ENST00000415950.4	transcript_ENSUAMT00000013797
OG0005149	ENST00000599564.5	transcript_ENSUAMT00000014832
OG0005150	ENST00000404801.1	transcript_ENSUAMT00000014955
OG0005151	ENST00000329285.12	transcript_ENSUAMT00000001262
OG0005152	ENST00000590071.6	transcript_ENSUAMT00000019396
OG0005153	ENST00000246548.8	transcript_ENSUAMT00000024602
OG0005154	ENST00000299505.6	transcript_ENSUAMT00000024591
OG0005155	ENST00000544216.7	transcript_ENSUAMT00000024586
OG0005156	ENST00000589786.5	transcript_ENSUAMT00000024188
OG0005157	ENST00000434302.5	transcript_ENSUAMT00000024192
OG0005158	ENST00000284000.8	transcript_ENSUAMT00000010276
OG0005159	ENST00000170564.6	transcript_ENSUAMT00000022111
OG0005160	ENST00000254260.7	transcript_ENSUAMT00000015953
OG0005161	ENST00000588258.5	transcript_ENSUAMT00000015956
OG0005162	ENST00000305768.9	transcript_ENSUAMT00000009778
OG0005163	ENST00000590341.5	transcript_ENSUAMT00000009785
OG0005164	ENST00000444215.6	transcript_ENSUAMT00000009797
OG0005165	ENST00000397061.3	transcript_ENSUAMT00000009800
OG0005166	ENST00000306065.8	transcript_ENSUAMT00000009806
OG0005167	ENST00000419343.7	transcript_ENSUAMT00000009809
OG0005168	ENST00000392250.6	transcript_ENSUAMT00000009811
OG0005169	ENST00000544431.5	transcript_ENSUAMT00000009817
OG0005170	ENST00000240587.4	transcript_ENSUAMT00000027289
OG0005171	ENST00000262643.7	transcript_ENSUAMT00000009906
OG0005172	ENST00000303383.7	transcript_ENSUAMT00000014689
OG0005173	ENST00000299138.11	transcript_ENSUAMT00000012534
OG0005174	ENST00000219097.6	transcript_ENSUAMT00000012551
OG0005175	ENST00000394809.8	transcript_ENSUAMT00000012562
OG0005176	ENST00000317089.9	transcript_ENSUAMT00000023076
OG0005177	ENST00000562435.5	transcript_ENSUAMT00000020816
OG0005178	ENST00000299167.12	transcript_ENSUAMT00000019467
OG0005179	ENST00000356608.6	transcript_ENSUAMT00000037686
OG0005180	ENST00000285737.8	transcript_ENSUAMT00000037692
OG0005181	ENST00000262384.3	transcript_ENSUAMT00000040323
OG0005182	ENST00000299191.3	transcript_ENSUAMT00000034315
OG0005183	ENST00000458059.7	transcript_ENSUAMT00000036128
OG0005184	ENST00000436909.7	transcript_ENSUAMT00000036119
OG0005185	ENST00000394689.2	transcript_ENSUAMT00000036092
OG0005186	ENST00000268459.5	transcript_ENSUAMT00000036087
OG0005187	ENST00000330943.8	transcript_ENSUAMT00000036086
OG0005188	ENST00000311559.13	transcript_ENSUAMT00000033983
OG0005189	ENST00000251020.8	transcript_ENSUAMT00000033978
OG0005190	ENST00000219746.13	transcript_ENSUAMT00000030244
OG0005191	ENST00000262133.10	transcript_ENSUAMT00000017829
OG0005192	ENST00000637969.1	transcript_ENSUAMT00000017582
OG0005193	ENST00000329734.3	transcript_ENSUAMT00000017493
OG0005194	ENST00000394636.8	transcript_ENSUAMT00000017768
OG0005195	ENST00000290552.7	transcript_ENSUAMT00000033252
OG0005196	ENST00000219070.8	transcript_ENSUAMT00000037869
OG0005197	ENST00000262134.9	transcript_ENSUAMT00000033470
OG0005198	ENST00000457326.2	transcript_ENSUAMT00000005151
OG0005199	ENST00000360526.7	transcript_ENSUAMT00000039603
OG0005200	ENST00000521992.5	transcript_ENSUAMT00000039601
OG0005201	ENST00000290649.9	transcript_ENSUAMT00000011620
OG0005202	ENST00000300291.9	transcript_ENSUAMT00000024117
OG0005203	ENST00000566157.5	transcript_ENSUAMT00000024119
OG0005204	ENST00000245157.9	transcript_ENSUAMT00000024124
OG0005205	ENST00000569842.5	transcript_ENSUAMT00000024213
OG0005206	ENST00000439977.6	transcript_ENSUAMT00000024833
OG0005207	ENST00000262510.10	transcript_ENSUAMT00000024870
OG0005208	ENST00000290776.12	transcript_ENSUAMT00000027904
OG0005209	ENST00000309137.12	transcript_ENSUAMT00000012272
OG0005210	ENST00000219235.4	transcript_ENSUAMT00000024330
OG0005211	ENST00000563383.1	transcript_ENSUAMT00000024368
OG0005212	ENST00000219244.8	transcript_ENSUAMT00000014331
OG0005213	ENST00000262507.10	transcript_ENSUAMT00000019982
OG0005214	ENST00000566936.5	transcript_ENSUAMT00000019995
OG0005215	ENST00000349457.7	transcript_ENSUAMT00000032408
OG0005216	ENST00000568909.5	transcript_ENSUAMT00000032403
OG0005217	ENST00000333493.8	transcript_ENSUAMT00000032401
OG0005218	ENST00000360716.7	transcript_ENSUAMT00000032399
OG0005219	ENST00000379661.7	transcript_ENSUAMT00000032396
OG0005220	ENST00000541240.5	transcript_ENSUAMT00000032393
OG0005221	ENST00000290871.9	transcript_ENSUAMT00000023959
OG0005222	ENST00000299237.2	transcript_ENSUAMT00000023955
OG0005223	ENST00000219281.7	transcript_ENSUAMT00000023949
OG0005224	ENST00000219271.3	transcript_ENSUAMT00000023947
OG0005225	ENST00000219299.8	transcript_ENSUAMT00000023906
OG0005226	ENST00000567164.5	transcript_ENSUAMT00000023896
OG0005227	ENST00000426538.6	transcript_ENSUAMT00000023890
OG0005228	ENST00000219315.8	transcript_ENSUAMT00000012704
OG0005229	ENST00000317147.9	transcript_ENSUAMT00000012711
OG0005230	ENST00000570101.5	transcript_ENSUAMT00000012721
OG0005231	ENST00000341529.7	transcript_ENSUAMT00000009062
OG0005232	ENST00000536005.6	transcript_ENSUAMT00000009092
OG0005233	ENST00000616804.5, ENST00000264001.8	transcript_ENSUAMT00000027059
OG0005234	ENST00000379500.6	transcript_ENSUAMT00000027060
OG0005235	ENST00000268595.2	transcript_ENSUAMT00000027061
OG0005236	ENST00000424011.6	transcript_ENSUAMT00000027062
OG0005237	ENST00000330687.8	transcript_ENSUAMT00000027063
OG0005238	ENST00000258198.6	transcript_ENSUAMT00000003684
OG0005239	ENST00000558713.6	transcript_ENSUAMT00000003740
OG0005240	ENST00000359087.8	transcript_ENSUAMT00000008533
OG0005241	ENST00000338437.6	transcript_ENSUAMT00000008760
OG0005242	ENST00000311765.3	transcript_ENSUAMT00000008764
OG0005243	ENST00000299752.8	transcript_ENSUAMT00000008787
OG0005244	ENST00000420652.5	transcript_ENSUAMT00000008788
OG0005245	ENST00000422424.6	transcript_ENSUAMT00000008790
OG0005246	ENST00000317091.8	transcript_ENSUAMT00000008792
OG0005247	ENST00000540947.6, ENST00000303334.8	transcript_ENSUAMT00000008812
OG0005248	ENST00000412916.6	transcript_ENSUAMT00000022210
OG0005249	ENST00000569600.5	transcript_ENSUAMT00000022213
OG0005250	ENST00000449549.3	transcript_ENSUAMT00000022217
OG0005251	ENST00000345057.8	transcript_ENSUAMT00000022219
OG0005252	ENST00000521374.5	transcript_ENSUAMT00000022489
OG0005253	ENST00000564053.5	transcript_ENSUAMT00000022497
OG0005254	ENST00000290881.11	transcript_ENSUAMT00000022496
OG0005255	ENST00000314586.10	transcript_ENSUAMT00000022499
OG0005256	ENST00000379378.7	transcript_ENSUAMT00000022500
OG0005257	ENST00000393997.6	transcript_ENSUAMT00000022501
OG0005258	ENST00000304800.13	transcript_ENSUAMT00000022505
OG0005259	ENST00000299798.15	transcript_ENSUAMT00000022512
OG0005260	ENST00000360461.9	transcript_ENSUAMT00000022520
OG0005261	ENST00000304372.5	transcript_ENSUAMT00000022531
OG0005262	ENST00000329956.10	transcript_ENSUAMT00000022538
OG0005263	ENST00000393957.6	transcript_ENSUAMT00000022540
OG0005264	ENST00000348579.6	transcript_ENSUAMT00000022542
OG0005265	ENST00000290953.2	transcript_ENSUAMT00000022552
OG0005266	ENST00000422602.8	transcript_ENSUAMT00000022554
OG0005267	ENST00000264010.8	transcript_ENSUAMT00000022565
OG0005268	ENST00000334583.10	transcript_ENSUAMT00000022596
OG0005269	ENST00000620338.4	transcript_ENSUAMT00000022606
OG0005270	ENST00000219255.3	transcript_ENSUAMT00000022613
OG0005271	ENST00000243878.8	transcript_ENSUAMT00000022625
OG0005272	ENST00000403458.8	transcript_ENSUAMT00000022630
OG0005273	ENST00000268797.11	transcript_ENSUAMT00000022632
OG0005274	ENST00000561639.5	transcript_ENSUAMT00000030406
OG0005275	ENST00000562787.5	transcript_ENSUAMT00000030392
OG0005276	ENST00000303596.2	transcript_ENSUAMT00000030383
OG0005277	ENST00000219169.8	transcript_ENSUAMT00000030381
OG0005278	ENST00000358933.9	transcript_ENSUAMT00000030237
OG0005279	ENST00000291041.5	transcript_ENSUAMT00000029889
OG0005280	ENST00000264005.9	transcript_ENSUAMT00000029878
OG0005281	ENST00000332395.6	transcript_ENSUAMT00000022858
OG0005282	ENST00000346183.7	transcript_ENSUAMT00000022845
OG0005283	ENST00000219345.9	transcript_ENSUAMT00000022672
OG0005284	ENST00000263997.10	transcript_ENSUAMT00000022660
OG0005285	ENST00000339507.9	transcript_ENSUAMT00000022657
OG0005286	ENST00000219334.9	transcript_ENSUAMT00000022652
OG0005287	ENST00000570495.5	transcript_ENSUAMT00000030411
OG0005288	ENST00000264012.8	transcript_ENSUAMT00000038226
OG0005289	ENST00000611625.4	transcript_ENSUAMT00000037867
OG0005290	ENST00000261778.1	transcript_ENSUAMT00000037864
OG0005291	ENST00000562237.5	transcript_ENSUAMT00000037860
OG0005292	ENST00000336278.8	transcript_ENSUAMT00000032855
OG0005293	ENST00000288022.1	transcript_ENSUAMT00000032863
OG0005294	ENST00000254940.9	transcript_ENSUAMT00000032861
OG0005295	ENST00000254942.7	transcript_ENSUAMT00000002634
OG0005296	ENST00000320623.9	transcript_ENSUAMT00000041375
OG0005297	ENST00000268802.9	transcript_ENSUAMT00000041370
OG0005298	ENST00000359154.6	transcript_ENSUAMT00000010774
OG0005299	ENST00000537465.5	transcript_ENSUAMT00000029592
OG0005300	ENST00000268483.7	transcript_ENSUAMT00000029406
OG0005301	ENST00000219240.8	transcript_ENSUAMT00000029364
OG0005302	ENST00000620267.1	transcript_ENSUAMT00000029374
OG0005303	ENST00000535424.5	transcript_ENSUAMT00000029375
OG0005304	ENST00000425432.5	transcript_ENSUAMT00000029376
OG0005305	ENST00000427980.6	transcript_ENSUAMT00000029378
OG0005306	ENST00000567016.1	transcript_ENSUAMT00000029399
OG0005307	ENST00000355962.4	transcript_ENSUAMT00000039914
OG0005308	ENST00000338482.5	transcript_ENSUAMT00000039904
OG0005309	ENST00000393539.6	transcript_ENSUAMT00000021094
OG0005310	ENST00000302628.8	transcript_ENSUAMT00000021095
OG0005311	ENST00000338099.9	transcript_ENSUAMT00000021096
OG0005312	ENST00000261776.9	transcript_ENSUAMT00000008877
OG0005313	ENST00000338779.10	transcript_ENSUAMT00000008924
OG0005314	ENST00000429149.6	transcript_ENSUAMT00000008931
OG0005315	ENST00000302516.9	transcript_ENSUAMT00000008935
OG0005316	ENST00000323786.9	transcript_ENSUAMT00000009210
OG0005317	ENST00000378912.6	transcript_ENSUAMT00000009216
OG0005318	ENST00000393640.8	transcript_ENSUAMT00000009220
OG0005319	ENST00000261772.12	transcript_ENSUAMT00000009304
OG0005320	ENST00000205061.9	transcript_ENSUAMT00000029483
OG0005321	ENST00000361070.8	transcript_ENSUAMT00000011835
OG0005322	ENST00000219368.7	transcript_ENSUAMT00000019894
OG0005323	ENST00000262144.10	transcript_ENSUAMT00000040387
OG0005324	ENST00000320619.10	transcript_ENSUAMT00000025068
OG0005325	ENST00000300051.8	transcript_ENSUAMT00000025066
OG0005326	ENST00000570010.5	transcript_ENSUAMT00000025065
OG0005327	ENST00000418647.7	transcript_ENSUAMT00000024990
OG0005328	ENST00000283882.3	transcript_ENSUAMT00000024982
OG0005329	ENST00000332272.8, ENST00000336257.7	transcript_ENSUAMT00000024980
OG0005330	ENST00000307921.7	transcript_ENSUAMT00000024962
OG0005331	ENST00000319410.9	transcript_ENSUAMT00000024957
